Country Name,hospital_beds_per_1000,health_workers_pct,handwashing_pct,glbl_population_pct,Health_exp_pct_GDP_2016,Health_exp_public_pct_2016,Health_exp_out_of_pocket_pct_2016,Health_exp_per_capita_USD_2016,per_capita_exp_PPP_2016,External_health_exp_pct_2016,Physicians_per_1000_2009-18,Nurse_midwife_per_1000_2009-18,Specialist_surgical_per_1000_2008-18,Completeness_of_birth_reg_2009-18,Completeness_of_death_reg_2008-16,Confirmed,Deaths,confirmed_cases_per_1000,Deaths_per_1000
Kenya,1.465528008941318,0.38933162106225067,0.19150460387845086,25557659.483333334,4.5,36.2,27.7,66.2,143.5,19.5,0.2,1.5,2.4,66.9,89.30934579439251,2271056.0,40862.0,88.86009305668235,1.598816199372518
Kyrgyz Republic,8.550879430766587,0.38933162106225067,0.8917886707146527,4230413.333333334,6.6,39.1,57.6,72.9,240.2,3.3,1.9,6.4,50.1,98.0,96.0,3043618.0,85805.0,719.4611401249995,20.282888039309
Cambodia,0.9738348832142913,0.125,0.6563351350693776,10031557.950000001,6.1,21.8,58.6,77.7,228.6,18.9,0.2,1.0,4.2,73.3,89.30934579439251,32491.0,0.0,3.238878762595395,0.0
"Korea, Rep.",5.949565202867439,0.34416666666666673,0.4854848886185773,41248961.800000004,7.3,59.2,33.3,2043.9,2711.7,0.0,2.4,7.0,49.6,84.10493827160494,99.0,2717610.0,52514.0,65.8831127235789,1.2730987086322254
Kuwait,2.616168060304571,0.38933162106225067,0.4854848886185773,1839831.7719298247,3.9,83.9,16.1,1068.3,2899.3,0.0,2.6,7.0,37.937142857142874,84.10493827160494,95.0,7908317.0,53141.0,4298.3913641761155,28.88361904102769
Lebanon,3.250666971206138,0.38933162106225067,0.4854848886185773,3534589.6166666667,8.0,52.1,32.1,662.1,1147.4,0.8,2.3,2.6,87.4,100.0,89.30934579439251,1040531.0,12448.0,294.38523643411935,3.521766697130521
Liberia,1.209265065193178,0.061,0.011688011674637866,2454237.5666666664,9.6,14.2,47.3,68.3,133.1,30.1,0.0,0.1,0.6,24.6,89.30934579439251,125964.0,8019.0,51.32510467235806,3.2674098501765525
Libya,3.813378722668142,0.38933162106225067,0.4854848886185773,4196991.216666667,6.715053763440857,52.915053763440866,32.66182795698923,1037.0048387096779,1412.4666666666672,9.116766467065869,2.2,6.7,37.937142857142874,84.10493827160494,89.30934579439251,844938.0,14874.0,201.31993525377604,3.5439673880979012
Liechtenstein,3.9737088135923577,0.38933162106225067,0.4854848886185773,28567.216666666664,6.715053763440857,52.915053763440866,32.66182795698923,1037.0048387096779,1412.4666666666672,9.116766467065869,1.7127659574468086,4.13776595744681,71.9,100.0,89.30934579439251,16190.0,174.0,566.7335459702351,6.090897899865406
Sri Lanka,2.9940815278489383,0.38933162106225067,0.4854848886185773,16535948.066666668,3.9,43.1,50.1,153.1,491.5,1.1,1.0,2.1,2.8,84.10493827160494,89.30934579439251,341900.0,1786.0,20.676165564961195,0.10800711231067767
Lesotho,1.4441551089286824,0.38933162106225067,0.02042134780070431,1585232.0,8.1,63.8,18.9,85.5,242.7,17.3,0.1,0.7,0.6,43.3,89.30934579439251,65735.0,1704.0,41.46711648515801,1.0749215256820455
Lithuania,9.802936649321966,0.38933162106225067,0.4854848886185773,3276832.0666666664,6.7,65.6,32.3,987.9,1978.3,1.0,4.3,7.9,130.9,100.0,100.0,349528.0,11880.0,106.66643663419555,3.6254528026774477
Luxembourg,6.420000025429067,0.38933162106225067,0.4854848886185773,413803.35000000003,6.2,81.2,11.2,6271.4,6374.2,1.2,3.0,12.3,80.8,100.0,100.0,920324.0,18711.0,2224.061260016382,45.217130310810674
Latvia,10.058149979909038,0.38933162106225067,0.4854848886185773,2337794.8666666667,6.2,54.6,44.6,874.2,1589.7,0.0,3.2,4.8,67.6,100.0,100.0,197813.0,4403.0,84.61520846867573,1.883398780098271
"Macao SAR, China",7.70834326744078,0.38933162106225067,0.4854848886185773,362507.81666666665,6.715053763440857,52.915053763440866,32.66182795698923,1037.0048387096779,1412.4666666666672,9.116766467065869,1.7127659574468086,4.13776595744681,37.937142857142874,84.10493827160494,89.30934579439251,8881.0,0.0,24.498782072239454,0.0
Morocco,1.0860260870161274,0.38933162106225067,0.4854848886185773,24226404.166666668,5.8,46.9,48.6,171.5,465.7,0.7,0.7,1.1,3.7,96.0,24.3,4364349.0,81997.0,180.148443408079,3.384612897394836
Monaco,17.923139907836223,0.38933162106225067,0.4854848886185773,29687.75,1.7,79.6,7.1,2939.8,3019.1,9.116766467065869,6.6,20.3,195.6,100.0,80.0,20790.0,591.0,700.288839672929,19.907200781467104
Moldova,9.666605887693596,0.38933162106225067,0.8715616910036588,2721624.9166666665,9.0,48.8,46.3,171.2,480.4,3.7,3.2,4.5,86.1,100.0,90.0,3181997.0,94837.0,1169.1533908710603,34.845727425273736
Madagascar,1.354897980179596,0.38933162106225067,0.2980448126909413,13094836.450000001,6.0,47.7,22.4,24.1,90.4,25.1,0.2,0.1,0.8,83.0,89.30934579439251,1029689.0,11910.0,78.63320812991138,0.9095188050248615
Maldives,2.320466671,1.4308749999999997,0.9578944297633416,239010.36666666667,10.6,72.6,19.1,1047.8,1628.5,0.5,1.0,4.0,4.8,98.8,84.0,579032.0,2198.0,2422.6229517799156,9.19625383055212
Mexico,1.268000015727163,0.38933162106225067,0.8775826074992533,82466875.38333333,5.5,52.1,40.4,461.8,971.8,9.116766467065869,2.2,2.9,37.937142857142874,95.0,99.0,47896651.0,5275299.0,580.7986634313537,63.96870228778118
North Macedonia,5.168272738026101,0.38933162106225067,0.4854848886185773,1915069.9000000001,6.3,63.6,35.4,327.8,934.6,0.7,2.9,3.8,61.2,100.0,100.0,1237641.0,55008.0,646.2641389747705,28.723755722963425
Mali,0.47170081095527777,0.0075,0.3209041370488904,9850827.183333332,3.8,31.6,35.3,29.8,81.2,32.2,0.1,0.4,1.1,86.7,89.30934579439251,310458.0,15534.0,31.515932035155952,1.5769234106839332
Malta,6.661120736159379,0.38933162106225067,0.4854848886185773,363364.6166666667,9.3,63.1,34.8,2327.8,3511.1,0.0,3.8,9.0,113.5,100.0,99.9,166243.0,1466.0,457.5101492408199,4.03451500987736
Myanmar,0.744623252285248,0.2327777777777778,0.7939177454984003,39447523.199999996,5.1,20.1,74.0,62.1,291.1,5.9,0.9,1.0,2.4,81.3,89.30934579439251,115079.0,1769.0,2.9172680732462313,0.04484438708689321
Montenegro,4.092307692307692,0.38933162106225067,0.4854848886185773,582030.15,7.6,75.0,24.1,531.7,1333.9,0.4,2.3,5.7,64.1,99.0,100.0,363937.0,6658.0,625.2889132977045,11.439269941600104
Mongolia,7.949981539801395,0.10233333333333335,0.7062296938967646,2039609.1833333333,3.8,56.7,35.9,140.7,466.7,3.9,2.9,4.0,45.0,99.0,92.0,34511.0,0.0,16.920398418484602,0.0
Mozambique,0.891553255492541,0.046,0.11860821746904314,15448886.266666666,5.1,53.3,7.7,19.2,61.6,38.1,0.1,0.4,0.5,55.0,89.30934579439251,277358.0,1754.0,17.9532682947147,0.11353569245858992
Mauritania,0.454357272878463,0.3,0.2443319651185102,2221411.783333333,4.2,36.7,50.9,46.8,163.9,8.2,0.2,1.0,37.937142857142874,66.0,89.30934579439251,619268.0,15922.0,278.7722675490445,7.167513974427689
Mauritius,3.3606472174221698,0.19399999999999998,0.4854848886185773,1039795.9333333332,5.7,44.1,48.2,553.1,1206.7,0.2,2.0,3.4,17.6,84.10493827160494,100.0,59887.0,1741.0,57.59495501008243,1.6743670023970731
Malawi,1.255690067163146,0.723,0.12711073309644175,9310734.283333333,9.8,28.0,11.4,29.6,115.2,53.8,0.0,0.3,0.4,67.2,89.30934579439251,390307.0,10947.0,41.92010942667202,1.1757397071889015
Malaysia,2.2184362079782463,0.435,0.4854848886185773,18795667.25,3.8,50.5,37.6,361.5,1052.5,0.0,1.5,4.1,11.4,84.10493827160494,56.0,1422816.0,20304.0,75.69914816405361,1.0802489600362553
Namibia,3.0,0.38933162106225067,0.4311892881984161,1445790.0333333332,9.1,61.9,7.7,402.8,969.3,7.0,0.4,2.8,6.1,78.0,89.30934579439251,390835.0,3509.0,270.3262513844507,2.427046748904365
Niger,0.2979991732688259,0.38933162106225067,0.09145303333333335,9736947.266666666,6.2,24.3,58.5,22.7,61.4,13.0,0.1,0.3,0.4,63.9,89.30934579439251,169987.0,9950.0,17.457935772326834,1.0218808552104102
Nigeria,1.5173083707663073,0.1295,0.2150570482317087,103186135.2,3.6,13.0,75.2,79.3,213.7,9.8,0.4,1.5,1.4,47.0,89.30934579439251,4616500.0,97644.0,44.73953783666858,0.9462899236485796
Nicaragua,1.383401887045518,0.38933162106225067,0.4854848886185773,4113941.8166666664,8.7,61.3,32.2,188.2,484.5,4.6,1.0,1.6,15.5,85.0,68.0,392278.0,12648.0,95.35331744624537,3.074423646138992
Netherlands,5.02499997616,0.38933162106225067,0.4854848886185773,14811513.533333333,10.4,81.0,11.5,4742.0,5251.2,0.0,3.5,11.1,49.0,100.0,100.0,9357480.0,984021.0,631.7706815674832,66.4362219151648
Norway,4.521428581646511,0.38933162106225067,0.4854848886185773,4328295.366666667,10.5,85.1,14.5,7477.9,6203.5,0.0,4.6,18.1,67.2,100.0,100.0,1632941.0,40846.0,377.27115681053215,9.436971495652934
Nepal,0.4285744667018839,0.684,0.5424458322592594,19175403.116666663,6.3,18.6,55.4,45.5,156.0,11.7,0.7,2.7,3.0,56.2,89.30934579439251,2857162.0,13331.0,149.00140469624046,0.6952135461711941
New Zealand,7.143749940397817,0.38933162106225067,0.4854848886185773,3523906.6666666665,9.2,78.7,13.6,3745.2,3664.7,0.0,3.0,11.0,43.0,100.0,100.0,274180.0,3506.0,77.80569292414101,0.9949185184624639
Oman,1.8847154980627923,0.38933162106225067,0.4854848886185773,1943065.3166666667,4.3,89.1,5.9,648.3,2826.8,0.0,2.0,4.3,30.5,100.0,87.0,7499804.0,48743.0,3859.7796665250207,25.085620942284503
Pakistan,0.6630369819093134,0.047666666666666656,0.5967455963252598,114423679.11666667,2.8,27.9,65.2,39.6,144.1,4.1,1.0,0.5,5.5,42.2,89.30934579439251,29709271.0,623701.0,259.6426826103743,5.450803582045923
Panama,2.5774672826114124,0.46,0.4854848886185773,2529265.65,7.3,65.6,27.4,1040.7,1750.3,0.7,1.6,1.4,26.2,96.0,90.0,7449200.0,161343.0,2945.2026915401316,63.790452378934575
Peru,1.5794231038348236,0.38933162106225067,0.4854848886185773,21444804.016666666,5.1,64.1,28.3,316.4,681.0,0.3,1.3,1.4,42.9,98.0,69.0,53724353.0,2184904.0,2505.238702962546,101.88500665717983
Philippines,1.1762526197922145,0.38933162106225067,0.7842559176271326,63422421.300000004,4.4,31.5,53.9,129.4,342.3,2.2,1.3,0.2,9.6,91.8,90.0,14245836.0,301010.0,224.61829283707905,4.746113343357958
Papua New Guinea,4.882542916704351,0.594,0.4854848886185773,4875356.183333334,2.0,70.0,7.9,55.2,92.3,22.1,0.1,0.5,2.3,84.10493827160494,89.30934579439251,22204.0,241.0,4.554333912239184,0.04943228575255105
Poland,5.8777777389220525,0.38933162106225067,0.4854848886185773,36111094.5,6.5,69.7,22.9,809.0,1784.4,0.2,2.4,5.7,67.9,100.0,100.0,6396564.0,233488.0,177.13569994396045,6.465824512740815
Puerto Rico,3.3199999332,0.38933162106225067,0.4854848886185773,3301260.266666667,6.715053763440857,52.915053763440866,32.66182795698923,1037.0048387096779,1412.4666666666672,9.116766467065869,1.7127659574468086,4.13776595744681,37.937142857142874,84.10493827160494,89.30934579439251,3.0,0.0,0.0009087438607284199,0.0
Portugal,3.7448275911425037,0.38933162106225067,0.4854848886185773,9808106.916666666,9.1,66.4,27.8,1800.9,2778.4,9.116766467065869,3.3,6.4,86.1,100.0,100.0,7205242.0,251546.0,734.6210702247052,25.64674326424341
Paraguay,1.3371781706845538,0.38933162106225067,0.7954964913902165,4280062.233333333,8.0,51.6,37.9,327.2,767.8,0.0,1.4,1.2,20.5,69.0,81.0,1123453.0,18517.0,262.4852020259176,4.32633896203394
West Bank and Gaza,1.2000000477,0.38933162106225067,0.4854848886185773,3312289.133333334,6.715053763440857,52.915053763440866,32.66182795698923,1037.0048387096779,1412.4666666666672,9.116766467065869,1.7127659574468086,4.13776595744681,37.937142857142874,96.0,89.30934579439251,1493451.0,10154.0,450.88183424889013,3.0655536371553067
Qatar,2.2063894585581276,0.38933162106225067,0.4854848886185773,747859.5,3.1,81.6,8.6,1827.1,3926.1,0.0,0.0,6.6,14.5,100.0,77.0,13178068.0,18388.0,17621.04780376528,24.587506075673307
Romania,7.656355033203414,0.38933162106225067,0.4854848886185773,21150663.25,5.0,78.2,20.7,476.4,1152.2,0.0,2.3,6.1,60.5,84.10493827160494,100.0,7082552.0,336640.0,334.86193393958933,15.916285745790972
Russian Federation,10.977779302925983,0.38933162106225067,0.4854848886185773,139804776.11666667,5.3,57.0,40.5,469.1,1329.3,9.116766467065869,4.0,8.6,63.1,100.0,100.0,101499236.0,1582441.0,726.0069277983692,11.318933758596756
Rwanda,1.4358444240348225,1.359,0.03268279720245908,6733744.766666667,6.8,33.9,6.4,48.1,130.4,50.6,0.1,0.8,0.8,56.0,89.30934579439251,266855.0,988.0,39.62950917311028,0.14672370786769204
Saudi Arabia,2.140536196828368,0.38933162106225067,0.4854848886185773,16301129.700000001,5.7,67.8,14.3,1147.3,3117.2,0.0,2.4,5.7,37.937142857142874,84.10493827160494,51.0,30156165.0,319703.0,1849.9432588405207,19.61232171534713
Sudan,0.8045600509629647,0.151,0.23339938616810263,21713618.05,5.7,19.5,73.9,152.0,297.9,2.2,0.4,0.8,2.7,67.0,89.30934579439251,1325635.0,82133.0,61.05085743644643,3.7825570943945013
Senegal,0.6652847105338544,0.0,0.17930221570299357,8146837.883333333,5.5,34.6,51.8,52.6,141.7,6.2,0.1,0.3,1.1,77.4,89.30934579439251,1208421.0,22509.0,148.33006588631986,2.762912472586271
Singapore,3.2643614076344987,0.4346666666666666,0.4854848886185773,3354412.3166666664,4.5,54.5,31.2,2462.4,4083.8,0.0,2.3,7.2,31.5,84.10493827160494,74.0,6746442.0,4007.0,2011.2142942236892,1.1945460550841944
Sierra Leone,0.8439538288116465,0.054,0.1467440279567206,4371237.25,16.5,11.2,41.6,86.3,244.0,41.0,0.0,1.0,0.1,81.0,89.30934579439251,211625.0,8231.0,48.41306657514414,1.882990908352092
El Salvador,1.2869984671484096,0.38933162106225067,0.9042163984178323,5014768.816666666,7.0,64.5,27.2,293.9,599.5,2.3,1.6,2.3,22.3,99.0,78.0,1826943.0,49728.0,364.31250707472793,9.916309568394894
San Marino,6.353100004194956,0.38933162106225067,0.4854848886185773,24593.899999999998,6.4,80.4,18.8,3012.8,3832.0,9.116766467065869,6.1,8.8,112.9,100.0,89.30934579439251,116152.0,7522.0,4722.797116358122,305.8481981304307
Somalia,0.7686784006080808,0.38933162106225067,0.09707904141295662,7587540.316666666,6.715053763440857,52.915053763440866,32.66182795698923,1037.0048387096779,1412.4666666666672,9.116766467065869,0.0,0.1,0.2,84.10493827160494,89.30934579439251,398070.0,12530.0,52.46364215365103,1.6513915547146165
Serbia,5.625000000000001,0.38933162106225067,0.9771779928994904,7266054.350000001,9.1,58.0,40.5,494.4,1322.6,0.1,3.1,6.1,86.7,99.0,90.0,3115659.0,68317.0,428.7965448538105,9.402214284290343
South Sudan,3.9737088135923577,0.38933162106225067,0.4854848886185773,5916871.8,6.715053763440857,52.915053763440866,32.66182795698923,1037.0048387096779,1412.4666666666672,9.116766467065869,1.7127659574468086,4.13776595744681,0.3,35.0,89.30934579439251,264326.0,4760.0,44.67326806032877,0.8044791506214484
Sao Tome and Principe,13.510842609400783,1.002,0.4177181891321455,123212.96666666667,6.0,39.9,14.4,105.1,196.9,44.6,0.3,2.3,37.937142857142874,95.0,89.30934579439251,98566.0,1819.0,799.9645059002178,14.763056593881217
Suriname,4.334964968605326,0.38933162106225067,0.6782803007271826,424875.5333333334,6.1,69.4,21.8,356.1,907.6,1.4,1.2,4.1,37.937142857142874,99.0,100.0,234426.0,4320.0,551.7521758921397,10.167683618088622
Slovak Republic,7.415076238703449,0.018000000000000002,0.4854848886185773,5057053.216666666,7.1,79.8,17.8,1178.7,2172.2,0.0,2.5,9.2,53.9,100.0,100.0,402724.0,4645.0,79.63610085666723,0.9185191060856052
Slovenia,5.511265617609354,0.38933162106225067,0.4854848886185773,1907937.6333333335,8.5,72.3,12.0,1834.2,2772.2,9.116766467065869,3.0,9.7,66.7,100.0,100.0,355300.0,18922.0,186.22201994058886,9.917514948820216
Sweden,5.985714289119265,0.38933162106225067,0.4854848886185773,8640964.583333332,10.9,83.5,15.2,5710.6,5386.7,9.116766467065869,5.4,11.5,113.1,100.0,100.0,9878934.0,785532.0,1143.2675026876582,90.90790645238054
Eswatini,2.3798713266849525,3.654,0.2364397013427557,767489.9833333334,7.7,69.3,9.9,220.6,663.3,13.8,0.1,2.0,0.2,54.0,89.30934579439251,304607.0,5388.0,396.8872644787394,7.020287061726908
Seychelles,5.355727636814118,0.38933162106225067,0.4854848886185773,70367.58333333333,3.9,96.0,2.1,596.9,1122.6,1.9,0.9,3.3,48.6,84.10493827160494,100.0,11598.0,0.0,164.82021195839468,0.0
Syrian Arab Republic,1.3711223989726975,0.38933162106225067,0.7056871139418928,12442887.716666667,6.715053763440857,52.915053763440866,32.66182795698923,1037.0048387096779,1412.4666666666672,9.116766467065869,1.2,1.5,37.937142857142874,84.10493827160494,92.0,156148.0,6794.0,12.549176972066302,0.5460147318455469
Chad,0.7818885654212248,0.016,0.05748324280433265,7195086.633333333,4.5,18.9,61.2,31.7,95.0,14.6,0.0,0.4,0.3,12.0,89.30934579439251,122774.0,10011.0,17.06358884286587,1.3913661516764966
Togo,1.2248986721060102,0.38933162106225067,0.09970241673487616,4056506.85,6.6,20.0,50.4,38.8,99.9,20.7,0.0,0.3,0.5,78.0,89.30934579439251,123000.0,2986.0,30.32165470150753,0.7361013084447275
Thailand,1.7165334435559305,0.059000000000000004,0.8390615620734159,52946393.51666667,3.7,78.1,12.1,221.9,635.0,0.2,0.8,3.0,13.1,100.0,89.30934579439251,564059.0,9658.0,10.653397947160334,0.18241091335068588
Tajikistan,7.622027601046613,0.38933162106225067,0.7252162100076069,5191432.399999999,7.0,28.6,66.1,55.7,208.5,5.1,1.7,5.2,41.7,95.8,89.30934579439251,869268.0,7792.0,167.44280441752454,1.5009345012370767
Timor-Leste,5.9,0.01,0.28066320317411075,794508.2166666667,4.0,55.8,8.9,79.9,121.7,31.6,0.7,1.7,0.9,60.4,89.30934579439251,3991.0,0.0,5.023233135012889,0.0
Trinidad and Tobago,3.515403056143531,0.38933162106225067,0.8944320383596821,1161217.9333333333,6.5,52.8,40.1,1063.8,2180.5,0.1,2.7,3.5,30.9,97.0,85.0,105289.0,2450.0,90.67117978256049,2.1098537403458404
Tunisia,2.0463430219237293,0.38933162106225067,0.8402473021775816,7931584.316666666,7.0,56.6,39.9,256.5,806.3,0.1,1.3,2.6,11.5,99.0,37.0,368257.0,9960.0,46.42918555706207,1.2557390304823486
Turkey,2.294117640048429,0.38933162106225067,0.4854848886185773,53566778.699999996,4.3,78.4,16.5,468.6,1089.2,9.116766467065869,1.8,2.6,47.6,99.0,78.0,33230469.0,836089.0,620.3559334061655,15.608349433937496
Tanzania,1.202785989374508,0.38933162106225067,0.47548910101525715,27766891.816666666,4.1,40.6,21.9,35.5,112.0,36.4,0.0,0.4,0.5,26.4,89.30934579439251,78849.0,3203.0,2.839676854024837,0.11535320629864113
Uganda,1.1029180407554753,0.19399999999999998,0.0934881239797949,19729486.933333334,6.2,16.6,40.3,37.6,117.1,40.4,0.1,0.6,1.1,32.2,89.30934579439251,224861.0,1651.0,11.397204638915023,0.08368185171661027
Ukraine,10.703955869120028,0.38933162106225067,0.4854848886185773,48028009.21666667,6.7,42.4,54.3,141.2,534.2,0.8,3.0,7.1,86.6,100.0,99.0,10040122.0,231504.0,209.0472239793749,4.8201872985329475
Uruguay,3.44904503673978,0.38933162106225067,0.4854848886185773,3077458.3833333333,9.1,71.7,17.4,1379.1,1958.9,0.0,5.0,1.9,38.9,100.0,99.0,184835.0,4856.0,60.06092592543751,1.5779254810718994
United States,5.020000004237002,0.38933162106225067,0.4854848886185773,253773771.54999998,17.1,81.8,11.1,9869.7,9869.7,0.0,2.6,8.6,54.7,100.0,98.0,557588267.0,21189260.0,2197.186350639631,83.49665085788887
Uzbekistan,7.450163291291455,0.38933162106225067,0.4854848886185773,20216258.866666663,6.3,46.1,52.2,135.1,416.9,1.2,2.4,12.1,50.4,84.10493827160494,89.30934579439251,2919402.0,19505.0,144.4086177988956,0.9648174832268589
St. Vincent and the Grenadines,3.917431201042927,0.41700000000000004,0.4854848886185773,101658.78333333333,3.6,76.8,20.5,250.2,409.1,0.6,0.7,2.6,23.6,84.10493827160494,100.0,6206.0,0.0,61.047356622898796,0.0
"Venezuela, RB",1.39728635142599,0.38933162106225067,0.4854848886185773,19485343.166666668,3.2,24.1,40.0,1578.4,940.0,0.0,1.7127659574468086,4.13776595744681,18.1,81.0,100.0,2867438.0,24353.0,147.15871183142877,1.2498111935570306
Vietnam,2.73053334141082,0.38933162106225067,0.8542395503074105,65919647.96666667,5.7,47.4,44.6,122.8,356.3,2.3,0.8,1.4,37.937142857142874,96.0,89.30934579439251,95089.0,1443.0,1.442498601450106,0.021890286803862728
Kosovo,3.9737088135923577,0.38933162106225067,0.4854848886185773,1592781.5333333332,6.715053763440857,52.915053763440866,32.66182795698923,1037.0048387096779,1412.4666666666672,9.116766467065869,1.7127659574468086,4.13776595744681,27.7,84.10493827160494,89.30934579439251,890826.0,29062.0,559.2895079187048,18.246067895563666
"Yemen, Rep.",0.6740926416141003,0.0645,0.48717881479467323,13741375.816666668,5.6,10.2,81.0,72.0,144.5,7.8,0.3,0.7,0.8,30.7,89.30934579439251,177772.0,49501.0,12.936986977998485,3.6023321580333407
South Africa,2.8,0.192,0.43800190782854004,36618483.9,8.1,53.7,7.8,428.2,1071.3,1.9,0.9,3.5,11.4,89.0,91.0,45921178.0,925338.0,1254.0436716441993,25.269697197922493
Zambia,2.668822206769671,0.3295,0.134319548348342,8614972.383333333,4.5,38.3,12.1,56.5,175.2,42.5,0.1,0.9,1.5,11.3,89.30934579439251,750629.0,18002.0,87.1307494208779,2.0896178419360885
Zimbabwe,2.470371777478361,0.38933162106225067,0.3275467221049708,9402160.333333334,9.4,46.5,21.2,93.9,185.0,25.4,0.1,1.2,1.6,38.0,89.30934579439251,394970.0,10243.0,42.00843061564468,1.0894304752159618
